"AnimalNumber","AnimalType","AnimalName","Age","ColorAndBreed","Stage","Location","SubLocation","DateOfBirth","Sex","AnimalWeight","NumberOfPictures","IntakeDateTime","ARN","MicrochipNumber"
"A0060659220","Dog","Cookie","11 year(s) 00 month(s) 13 day(s)"," Blond Mixed Breed, Small (under 24 lbs fully grown) / Mix","Court","Dog ISO 156","C3","3/20/2015 12:00 AM","N","10.4","1","3/19/2026 10:15 PM","L1","0A134D101C"
"A0060659230","Dog","Dukie","01 year(s) 06 month(s) 14 day(s)"," Brown / Brindle Plott Hound / Mix","Court","Dog ISO 155","B3","9/19/2024 12:00 AM","M","45.2","1","3/19/2026 10:26 PM","L2-SF",""
"A0060659233","Dog","Jillian","01 year(s) 06 month(s) 14 day(s)"," Butterscotch Retriever / Mix","Trial Adoption","Foster","Trial Adoption","9/19/2024 12:00 AM","S","43.2","2","3/19/2026 10:32 PM","L1","941010004551306"
"A0060659237","Dog","Light",""," Tan / Black German Shepherd / Mix","Court","Dog ISO 155","B4","","N","60.6","1","3/19/2026 10:32 PM","L1","941010002359290"
"A0060659247","Dog","Ferb","05 year(s) 00 month(s) 13 day(s)"," Black Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Flex","85","3/20/2021 12:00 AM","M","60.4","3","3/19/2026 11:07 PM","L1","941010005062817"
"A0060659404","Dog","Pupper Cupper","00 year(s) 10 month(s) 12 day(s)"," White / Brown Terrier, Pit Bull / Mix","Trial Adoption","Foster","Trial Adoption","5/21/2025 12:00 AM","N","38.4","3","3/20/2026 09:18 AM","L2-LB","941010004732469"
"A0060660609","Dog","Mayvaughn -ADOPTED","00 year(s) 05 month(s) 12 day(s)"," Black / Brown German Shepherd","Trial Adoption","Foster","Trial Adoption","10/21/2025 12:00 AM","S","28","1","3/20/2026 11:40 AM","L1","941010004756203"
"A0060660621","Dog","Chico - ADOPTED","02 year(s) 00 month(s) 12 day(s)"," Cream Mixed Breed, Small (under 24 lbs fully grown) / Mix","Trial Adoption","Foster","Trial Adoption","3/21/2024 12:00 AM","N","11.8","2","3/20/2026 11:02 AM","L3-SF/A","941010004767264"
"A0060661123","Dog","LuLu","01 year(s) 06 month(s) 14 day(s)"," Beige German Shepherd / Terrier, American Pit Bull","Available","Dogs 081","B2","9/19/2024 12:00 AM","S","56","3","3/20/2026 10:30 AM","L2-SF","941010004785799"
"A0060662870","Dog","Gromper","08 year(s) 00 month(s) 12 day(s)","Brindle Brown / Black Terrier, Pit Bull","Stray Wait","Dogs 079","A1","3/21/2018 12:00 AM","M","67","3","3/20/2026 03:03 PM","L1","941010004767349"
"A0060664386","Dog","Catalpa","04 year(s) 00 month(s) 12 day(s)"," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 067","B3","3/21/2022 12:00 AM","F","57","3","3/20/2026 04:44 PM","L1","941010004501949"
"A0060665297","Dog","Melon","02 year(s) 00 month(s) 11 day(s)"," Brown Belgian Malinois / Mix","Available","Dogs 081","A7","3/22/2024 12:00 AM","F","47","1","3/20/2026 08:05 PM","L2-SF","941010004530385"
"A0060665300","Dog","Moolah","04 year(s) 00 month(s) 12 day(s)"," Grey / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Priority","Dogs 401","5","3/21/2022 12:00 AM","M","73","1","3/20/2026 08:03 PM","L2-OD",""
"A0060665491","Dog","BINTI","03 year(s) 00 month(s) 12 day(s)"," White / Grey Bulldog / Mix","Available","Dogs 066","A2","3/21/2023 12:00 AM","S","41","3","3/20/2026 11:40 PM","L2-A","941010004775622"
"A0060665634","Dog","Blint","03 year(s) 00 month(s) 12 day(s)"," Brown / Black Terrier, Pit Bull / Plott Hound","Available","Dogs 066","B6","3/21/2023 12:00 AM","N","63.8","1","3/21/2026 02:41 PM","L1-FJ","941010004789464"
"A0060666166","Dog","Beautyberry","03 year(s) 00 month(s) 11 day(s)"," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 306","B4","3/22/2023 12:00 AM","S","47","3","3/21/2026 11:06 AM","L2-OA","941010004729308"
"A0060666804","Dog","Noodle","01 year(s) 06 month(s) 11 day(s)"," Apricot Chihuahua, Short Coat / Mix","Available","Dog Intake","128.02","9/22/2024 12:00 AM","N","8.4","1","4/2/2026 12:48 PM","L3-SF","941010004500983"
"A0060666841","Cat","Poppy","","Tortoiseshell Black / Bronze Domestic Shorthair / Mix","Nursing Mom","Foster","Foster Home","","F","9.5","1","3/21/2026 01:10 PM","",""
"A0060666858","Cat","Ivy","00 year(s) 00 month(s) 19 day(s)"," Black Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/14/2026 12:00 AM","F","0.7","1","3/21/2026 01:10 PM","",""
"A0060666862","Cat","Holly","00 year(s) 00 month(s) 19 day(s)"," Black / Bronze Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/14/2026 12:00 AM","F","0.6","1","3/21/2026 01:10 PM","",""
"A0060666865","Cat","Lavender","00 year(s) 00 month(s) 19 day(s)"," Black / White Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/14/2026 12:00 AM","F","0.6","1","3/21/2026 01:10 PM","",""
"A0060666870","Cat","Laurel","00 year(s) 00 month(s) 19 day(s)"," Black / Bronze Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/14/2026 12:00 AM","F","0.6","1","3/21/2026 01:10 PM","",""
"A0060666875","Cat","Tiger Lily","00 year(s) 00 month(s) 19 day(s)"," Orange / White Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/14/2026 12:00 AM","M","0.7","1","3/21/2026 01:10 PM","",""
"A0060666880","Cat","Marigold","00 year(s) 00 month(s) 19 day(s)"," Orange Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/14/2026 12:00 AM","M","0.7","1","3/21/2026 01:10 PM","",""
"A0060667032","Dog","Keanu","07 year(s) 00 month(s) 09 day(s)"," Grey / White Terrier, American Staffordshire / Mix","Available","Dogs 503","B6","3/24/2019 12:00 AM","F","60.6","3","3/21/2026 01:28 PM","L2 OD","941010004755127"
"A0060667909","Cat","Rosaura-ADOPTED","00 year(s) 08 month(s) 10 day(s)","Tabby Grey / Tan Domestic Shorthair / Mix","Trial Adoption","Foster","Trial Adoption","7/23/2025 12:00 AM","S","6.06","1","3/21/2026 03:31 PM","L1","941010004513961"
"A0060668128","Dog","Dragonfly","00 year(s) 05 month(s) 10 day(s)"," Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 502","C3","10/23/2025 12:00 AM","S","22.5","3","3/21/2026 04:12 PM","L1","941010004771615"
"A0060668303","Dog","Mazapan-ADOPTED","09 year(s) 00 month(s) 10 day(s)"," Tan / Brown Mixed Breed, Small (under 24 lbs fully grown) / Mix","Trial Adoption","Foster","Trial Adoption","3/23/2017 12:00 AM","N","20","1","3/21/2026 04:48 PM","L2-SF","941010004788311"
"A0060668563","Dog","Millie","01 year(s) 00 month(s) 09 day(s)"," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 402","C2","3/24/2025 12:00 AM","S","36.4","3","3/23/2026 11:39 AM","L1","941010004782131"
"A0060668951","Dog","DRACO","05 year(s) 00 month(s) 11 day(s)"," Golden Retriever, Labrador / Mix","Available","Dogs 066","B5","3/22/2021 12:00 AM","N","70","3","3/21/2026 11:25 PM","L1","985113004333315"
"A0060669652","Cat","Tulip","02 year(s) 00 month(s) 10 day(s)","Tabby White / Grey Domestic Shorthair / Mix","Stray Wait","Cat Intake 043","6","3/23/2024 12:00 AM","N","10","1","3/22/2026 12:44 PM","STAFF ONLY","941010004789406"
"A0060670264","Dog","Jojo- ADOPTED","01 year(s) 00 month(s) 10 day(s)"," Cream Poodle, Miniature / Mix","Bite Quarantine - Not Visible","Salon","C3","3/23/2025 12:00 AM","N","17","1","3/23/2026 09:09 AM","STAFF ONLY","941010004626895"
"A0060670280","Dog","Butter Pup - ADOPTED","01 year(s) 00 month(s) 10 day(s)"," Black Poodle, Toy / Mix","Trial Adoption","Foster","Trial Adoption","3/23/2025 12:00 AM","N","9","1","3/23/2026 09:07 AM","L2-SF","941010004791195"
"A0060670283","Dog","Salmon Patty-ADOPTED","08 year(s) 00 month(s) 10 day(s)"," Black / Grey Poodle, Toy / Mix","Trial Adoption","Foster","Trial Adoption","3/23/2018 12:00 AM","S","8.8","1","3/23/2026 09:07 AM","L2-SF","941010005056393"
"A0060670346","Dog","Piedmont- ADOPTED","00 year(s) 03 month(s) 25 day(s)"," Brindle Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Trial Adoption","Foster","Trial Adoption","12/8/2025 12:00 AM","N","24","1","3/22/2026 03:19 PM","L1","941010004761169"
"A0060670544","Dog","Twyla","03 year(s) 00 month(s) 10 day(s)"," Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 066","A4","3/23/2023 12:00 AM","S","41.4","3","3/22/2026 04:25 PM","L1","941010004755720"
"A0060672814","Dog","Maki","05 year(s) 00 month(s) 09 day(s)"," White / Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 081","A8","3/24/2021 12:00 AM","S","45","2","3/23/2026 11:17 AM","L1","941010004750101"
"A0060673719","Dog","Jensen","01 year(s) 06 month(s) 10 day(s)"," Blond Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Dogs 081","A10","9/23/2024 12:00 AM","N","70","1","3/23/2026 12:38 PM","L1","941010004713417"
"A0060675452","Cat","Starry","02 year(s) 00 month(s) 10 day(s)","Tortoiseshell Black / Orange Domestic Shorthair / Mix","Stray Wait","Foster","Foster Home","3/23/2024 12:00 AM","F","8","1","3/23/2026 02:52 PM","","941010004773534"
"A0060675712","Dog","Esmeralda","10 year(s) 00 month(s) 07 day(s)"," Brindle Mixed Breed, Large (over 44 lbs fully grown) / Mix","Pending Medical Assessment/Treatment","Dog Pre/Post Op 138","2","3/26/2016 12:00 AM","F","36","1","3/23/2026 03:26 PM","L1","941010005047270"
"A0060675757","Cat","Sable - ADOPTED","01 year(s) 00 month(s) 06 day(s)","Tabby Tan / Black Domestic Shorthair / Mix","Trial Adoption","Foster","Trial Adoption","3/27/2025 12:00 AM","S","6.5","1","3/23/2026 03:29 PM","L1","941010004779907"
"A0060675811","Cat","Spider","","Tabby Grey / Tan Domestic Medium Hair / Mix","Pending Medical Assessment/Treatment","Cat Intake 043","4","","U","10","2","3/23/2026 03:34 PM","STAFF ONLY","941010004743707"
"A0060676717","Dog","Honeysuckle - ADOPTED","02 year(s) 06 month(s) 09 day(s)"," Golden German Shepherd / Mix","Trial Adoption","Foster","Trial Adoption","9/24/2023 12:00 AM","N","81","1","3/23/2026 04:45 PM","L1","985113010856607"
"A0060677960","Cat","Smudge - ADOPTED","04 year(s) 02 month(s) 16 day(s)"," Orange / Black Domestic Shorthair / Mix","Trial Adoption","Foster","Trial Adoption","1/17/2022 12:00 AM","S","7.43","1","3/23/2026 11:19 PM","L1","985113009495107"
"A0060679785","Dog","Sylvester","10 year(s) 00 month(s) 09 day(s)"," White Mixed Breed, Small (under 24 lbs fully grown) / Mix","Stray Wait","Foster","Friendly Finder","3/24/2016 12:00 AM","M","6.6","1","3/24/2026 11:32 AM","L1","941010004728435"
"A0060681072","Dog","Stormi","01 year(s) 00 month(s) 08 day(s)"," Grey Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 602","C6","3/25/2025 12:00 AM","S","27","3","3/24/2026 01:37 PM","L1","941010005052900"
"A0060681794","Dog","Nassor","02 year(s) 06 month(s) 08 day(s)"," Grey / White Terrier, Pit Bull / Mix","Available","Dogs 068","A5","9/25/2023 12:00 AM","N","58","3","3/24/2026 02:56 PM","L1","941010004728229"
"A0060683528","Dog","Michelle Visage","00 year(s) 10 month(s) 08 day(s)"," Grey / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Priority","Dogs 406","B3","5/25/2025 12:00 AM","S","35.2","3","3/24/2026 04:15 PM","L3-SF","941010004743384"
"A0060685070","Dog","Hudges","00 year(s) 10 month(s) 08 day(s)"," Black Retriever, Labrador / Mix","Priority","Dogs 068","B4","5/25/2025 12:00 AM","N","43","2","3/24/2026 07:42 PM","L2-SF","941010004519084"
"A0060687116","Dog","Pippy Longstockings","01 year(s) 00 month(s) 07 day(s)"," Rust Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 081","B3","3/26/2025 12:00 AM","S","35.6","3","3/25/2026 11:22 AM","L1","941010004741811"
"A0060687460","Dog","Pun-ADOPTED","00 year(s) 04 month(s) 07 day(s)"," White / Brindle Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Adopted","Dogs 064","C1","11/26/2025 12:00 AM","N","30","1","3/25/2026 11:49 AM","L1","985113010654576"
"A0060688230","Dog","Mix Match Sox","03 year(s) 00 month(s) 07 day(s)"," Black / White Terrier, American Pit Bull / Mix","Stray Wait","Dogs 081","B6","3/26/2023 12:00 AM","M","76.6","3","3/25/2026 11:30 AM","L2-SF","941010004734892"
"A0060689061","Dog","Shippah","07 year(s) 00 month(s) 08 day(s)"," Brown / Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Stray Wait","Dogs 302","4","3/25/2019 12:00 AM","F","50","1","3/25/2026 03:07 PM","STAFF ONLY",""
"A0060689942","Cat","Alexis-ADOPTED","00 year(s) 04 month(s) 06 day(s)","Tabby Silver / Black Domestic Shorthair / Mix","Adopted","Cats 031","10 A","11/27/2025 12:00 AM","S","4.8","1","3/25/2026 02:40 PM","L2-BH","941010004751764"
"A0060691814","Dog","King","07 year(s) 00 month(s) 07 day(s)"," Grey Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Stray Wait","Dogs 081","B4","3/26/2019 12:00 AM","M","53.6","3","3/25/2026 06:50 PM","L1",""
"A0060691872","Dog","Peppa","00 year(s) 04 month(s) 07 day(s)"," Grey / White Mixed Breed, Small (under 24 lbs fully grown) / Mix","Stray Wait","Small Animals","6","11/26/2025 12:00 AM","F","26.8","1","3/25/2026 07:04 PM","L1","941010004785020"
"A0060692134","Dog","Mr. Strawberry-ADOPTED","00 year(s) 04 month(s) 07 day(s)"," Brown / White Basset Hound / Mix","Trial Adoption","Foster","Trial Adoption","11/26/2025 12:00 AM","N","27","1","3/25/2026 10:38 PM","L1","941010005048092"
"A0060692183","Dog","Woofer",""," Brown / White Terrier, American Pit Bull / Mix","Stray Wait","Dogs 201","6","","M","","3","3/25/2026 09:55 PM","STAFF ONLY",""
"A0060692309","Dog","EMILIA","04 year(s) 00 month(s) 06 day(s)"," Brown / White Terrier, American Pit Bull / Mix","Priority","Dogs 501","2","3/27/2022 12:00 AM","S","54.2","3","3/25/2026 11:06 PM","L2-SD/BR/A","941010004756379"
"A0060692353","Dog","Puma Pants","01 year(s) 06 month(s) 07 day(s)"," Grey Terrier, Pit Bull / Mix","Available","Dogs 088","B4","9/26/2024 12:00 AM","N","45.6","1","3/26/2026 02:20 AM","L2-A","941010004728977"
"A0060693898","Dog","Marigold","02 year(s) 00 month(s) 06 day(s)"," Black / Brown Retriever, Labrador / Mix","Priority","Dogs 406","B2","3/27/2024 12:00 AM","S","34","1","3/26/2026 02:06 PM","L3-SF/BR","941010004621243"
"A0060694368","Dog","Summer Squash",""," Brindle / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Stray Wait","Dogs 202","2","","N","","1","3/26/2026 01:13 PM","STAFF ONLY",""
"A0060694895","Dog","Riley - ADOPTED","05 year(s) 00 month(s) 07 day(s)"," Black / White Alaskan Husky / Mix","Trial Adoption","Foster","Trial Adoption","3/26/2021 12:00 AM","S","61.2","3","3/26/2026 02:04 PM","L1","981020055589764"
"A0060695482","Dog","Takis-ADOPTED","01 year(s) 06 month(s) 07 day(s)"," Brown / Silver Mixed Breed, Small (under 24 lbs fully grown) / Mix","Microchip","Dogs 502","C1","9/26/2024 12:00 AM","N","7.8","1","3/26/2026 01:29 PM","L1","985113002615204"
"A0060696259","Dog","Tara-ADOPTED","00 year(s) 04 month(s) 06 day(s)"," Brown / Tan Belgian Malinois / Mix","Trial Adoption","Foster","Trial Adoption","11/27/2025 12:00 AM","S","25.6","1","3/26/2026 02:22 PM","L2-SF","941010004756664"
"A0060696270","Dog","Plaza-ADOPTED","00 year(s) 04 month(s) 06 day(s)"," Brown / Tan Belgian Malinois / Mix","Trial Adoption","Foster","Trial Adoption","11/27/2025 12:00 AM","S","43.2","1","3/26/2026 02:22 PM","L2-SF","941010004757751"
"A0060696572","Dog","Shelby","02 year(s) 00 month(s) 06 day(s)"," Apricot Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Priority","Dogs 303","A5","3/27/2024 12:00 AM","S","48","1","3/26/2026 02:49 PM","L2-OA","941010004767357"
"A0060696592","Dog","Peter Chase- ADOPTED","02 year(s) 00 month(s) 07 day(s)"," Black / Tan Mixed Breed, Small (under 24 lbs fully grown) / Mix","Adopted","Foster","Pre-Fix","3/26/2024 12:00 AM","N","15.2","1","3/26/2026 02:48 PM","L1","941010004792209"
"A0060696709","Dog","Doug","09 year(s) 00 month(s) 07 day(s)"," Brown / Black Coonhound, Black and Tan / Mix","Available","Dogs 079","A6","3/26/2017 12:00 AM","N","58.8","3","3/26/2026 03:13 PM","L1","981020019914958"
"A0060697913","Dog","Courtney","02 year(s) 00 month(s) 06 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 068","A3","3/27/2024 12:00 AM","S","56","3","3/26/2026 04:45 PM","L1","941010004744399"
"A0060698378","Cat","Coco Cat","00 year(s) 00 month(s) 28 day(s)","Tabby Brown / Grey Domestic Shorthair / Mix","Under Age","Foster","Foster Home","3/5/2026 12:00 AM","F","0.9","1","3/26/2026 05:38 PM","L1",""
"A0060698531","Dog","Pellegrino","01 year(s) 00 month(s) 05 day(s)"," White / Black Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Dogs 603","A4","3/28/2025 12:00 AM","N","41.4","3","3/26/2026 06:03 PM","L1","941010005074627"
"A0060698822","Cat","Moolah - ADOPTED","03 year(s) 00 month(s) 04 day(s)"," Black Domestic Shorthair / Mix","Cruelty Exam","Cats 031","3 A","3/29/2023 12:00 AM","M","10.3","1","3/26/2026 07:16 PM","L1",""
"A0060699056","Dog","Rocket Power","01 year(s) 00 month(s) 06 day(s)"," Brown / Beige Shepherd / Mix","Available","Dogs 088","B1","3/27/2025 12:00 AM","N","26.6","3","3/26/2026 09:34 PM","L2-SF","941010004722952"
"A0060699061","Dog","Otto Rocket ADOPTED","02 year(s) 00 month(s) 06 day(s)"," White / Brown Chihuahua, Long Coat / Pomeranian","Identifying Info","Dogs 602","C3","3/27/2024 12:00 AM","M","8.6","1","3/26/2026 09:38 PM","L1",""
"A0060699834","Dog","Gooldeton","00 year(s) 05 month(s) 05 day(s)"," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 088","B5","10/28/2025 12:00 AM","N","28","1","4/1/2026 11:30 AM","L1","941010004506405"
"A0060700952","Dog","Camp Creek-ADOPTED","00 year(s) 06 month(s) 05 day(s)"," Black / White Terrier, American Pit Bull / Mix","Trial Adoption","Foster","Trial Adoption","9/28/2025 12:00 AM","N","20.4","1","3/27/2026 11:00 AM","L2-SF","941010004782887"
"A0060701303","Dog","Dashoobie","00 year(s) 11 month(s) 05 day(s)"," Brown / Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Stray Wait","Dogs 406","A4","4/28/2025 12:00 AM","M","46.4","1","3/27/2026 03:08 PM","2026003303","941010004565782"
"A0060702205","Dog","Baymax","02 year(s) 00 month(s) 05 day(s)"," White / Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 606","B3","3/28/2024 12:00 AM","N","51.2","1","3/27/2026 02:09 PM","L1","941010004743481"
"A0060702672","Dog","Dokriss","03 year(s) 00 month(s) 06 day(s)"," Grey / Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Microchip","Dogs 202","5","3/27/2023 12:00 AM","N","","1","3/27/2026 03:11 PM","STAFF ONLY","985112012344477"
"A0060704933","Dog","Charlotte-ADOPTED","03 year(s) 00 month(s) 05 day(s)"," Brindle Bulldog, French / Mix","Identifying Info","Dogs 402","C3","3/28/2023 12:00 AM","F","21.8","1","3/27/2026 07:37 PM","L1",""
"A0060704937","Cat","Chartreuse-ADOPTED","01 year(s) 00 month(s) 04 day(s)"," Grey British Blue / Mix","Identifying Info","Cats 031","6 A","3/29/2025 12:00 AM","F","6.25","1","3/27/2026 07:40 PM","L1",""
"A0060705031","Cat","Atticus finch- ADOPTED","01 year(s) 08 month(s) 02 day(s)"," Brown Domestic Shorthair / Mix","Microchip","Catio","4","7/31/2024 12:00 AM","N","8.56","1","3/27/2026 08:12 PM","L2-SF","985113009471011"
"A0060705121","Dog","Spaz","07 year(s) 00 month(s) 04 day(s)"," Black Chihuahua, Short Coat / Mix","Stray Wait","Salon","C1","3/29/2019 12:00 AM","M","18","1","3/27/2026 09:20 PM","L3 SF","941010004753507"
"A0060705150","Dog","Whammy","03 year(s) 00 month(s) 05 day(s)"," Black Mixed Breed, Large (over 44 lbs fully grown) / Mix","Microchip","Dogs 303","B3","3/28/2023 12:00 AM","N","64","2","3/27/2026 09:49 PM","L1","985113009752003"
"A0060706276","Dog","Xena","03 year(s) 00 month(s) 05 day(s)"," White Terrier, Pit Bull / Mix","Microchip","Dogs 081","A3","3/28/2023 12:00 AM","F","46","3","3/28/2026 02:42 PM","L2 SF","981020045665451"
"A0060706292","Dog","Blazz","02 year(s) 00 month(s) 05 day(s)"," White / Grey Terrier, Pit Bull / Mix","Stray Wait","Dogs 306","B2","3/28/2024 12:00 AM","F","49","2","3/28/2026 02:44 PM","L1","941010004509142"
"A0060706822","Dog","Compass","01 year(s) 02 month(s) 18 day(s)"," White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Microchip","Foster","Foster Home","1/15/2025 12:00 AM","S","34.6","1","3/28/2026 01:55 PM","L2 SF","985113009930675"
"A0060707416","Dog","Zombie","02 year(s) 00 month(s) 02 day(s)"," Blond Chihuahua, Short Coat / Mix","Stray Wait","Salon","C2","3/31/2024 12:00 AM","F","11","1","3/28/2026 02:55 PM","L3 SF","941010004749944"
"A0060707482","Cat","Cricket- ADOPTED","01 year(s) 00 month(s) 04 day(s)","Tabby Tan / Black Domestic Shorthair / Mix","Trial Adoption","Foster","Trial Adoption","3/29/2025 12:00 AM","S","6.25","1","3/28/2026 02:54 PM","L1","941010004729695"
"A0060707645","Dog","Hugo","02 year(s) 00 month(s) 04 day(s)","Brindle Bronze / Black Dutch Shepherd / Mix","Available","Dogs 403","A3","3/29/2024 12:00 AM","N","58","1","3/28/2026 03:27 PM","L2-OA","981020053265066"
"A0060707649","Dog","Hopper","04 year(s) 00 month(s) 04 day(s)"," Black Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Featured Dogs","57","3/29/2022 12:00 AM","N","95","1","3/28/2026 03:27 PM","L2-OA","941000028231242"
"A0060708350","Cat","Mamas",""," White Domestic Shorthair / Mix","Bite Quarantine","Cat Intake 044","6","","F","","1","3/31/2026 02:18 PM","",""
"A0060708730","Dog","Rue","02 year(s) 00 month(s) 04 day(s)"," Brindle Terrier, American Pit Bull / Mix","Stray Wait","Dogs 503","B2","3/29/2024 12:00 AM","F","64","1","3/28/2026 09:17 PM","L1","941010004791803"
